prompt,completion
广州百拓共享科技应用股份有限公司的公司地址？,广东省广州高新技术产业开发区科学城科学大道33号A栋六层613房
广州百拓共享科技应用股份有限公司的证券代码是？,872266
广州百拓共享科技应用股份有限公司的法人代表？,王鹏飞
广州百拓共享科技应用股份有限公司的中文简称？,百拓共享
北京海林节能科技股份有限公司的股东有哪些?,上海领汇创业投资有限公司、建投嘉驰(上海)投资有限公司、陈小红、李海清、李冠勋
北京海林节能科技股份有限公司的公司地址？,北京市昌平区回龙观镇北京国际信息产业基地发展路9号1幢1层109室
北京海林节能科技股份有限公司的证券代码是？,832004
北京海林节能科技股份有限公司的法人代表？,李海清
北京海林节能科技股份有限公司的中文简称？,海林节能
四川泰立科技股份有限公司的股东有哪些?,彭辉、杨钦、陈明辉、关宏斌、刘毅
四川泰立科技股份有限公司的公司地址？,成都市武侯区武侯新城管委会武青南路40号数码科技广场B座10楼
四川泰立科技股份有限公司的证券代码是？,836380
四川泰立科技股份有限公司的法人代表？,杨钦
四川泰立科技股份有限公司的中文简称？,泰立科技
北京浩天新杰科技股份有限公司的股东有哪些?,北京桂冠资本管理有限公司-桂冠稳盈系列2号私募投资基金、刘晨、段英熙、索小惠、李鹏飞、朱启英、王伟、谢玉山、刘金云、李春红
北京浩天新杰科技股份有限公司的公司地址？,北京市顺义区赵全营镇兆丰产业基地园盈路7号
北京浩天新杰科技股份有限公司的证券代码是？,872536
北京浩天新杰科技股份有限公司的法人代表？,陈玉轩
北京浩天新杰科技股份有限公司的中文简称？,浩天新杰
河北隆海生物能源股份有限公司的股东有哪些?,邯郸和信股权投资基金(有限合伙)、北京宇鹏投资管理有限公司——宇鹏华利二号私募基金、韩志彬、韩志广、高明亮
河北隆海生物能源股份有限公司的公司地址？,河北省邯郸市成安县工业区内
河北隆海生物能源股份有限公司的证券代码是？,836344
河北隆海生物能源股份有限公司的法人代表？,韩志广
河北隆海生物能源股份有限公司的中文简称？,隆海生物
电计科技研发(上海)股份有限公司的股东有哪些?,上海惠棣管理咨询合伙企业(有限合伙)、上海惠计管理咨询合伙企业(有限合伙)、上海电惠管理咨询合伙企业(有限合伙)、日本电计株式会社、柳丹峰
电计科技研发(上海)股份有限公司的公司地址？,上海市闵行区紫竹科学园区紫日路609号
电计科技研发(上海)股份有限公司的证券代码是？,872644
电计科技研发(上海)股份有限公司的法人代表？,柳丹峰
电计科技研发(上海)股份有限公司的中文简称？,电计研发
广东三人行管理咨询股份有限公司的股东有哪些?,中山市菁泽股权投资管理中心(有限合伙)、张映生、徐惠珍、阮锐师、罗智良、黄炫生、黎天舒
广东三人行管理咨询股份有限公司的公司地址？,广东省中山市火炬开发区颐岭路30号颐景苑4卡
广东三人行管理咨询股份有限公司的证券代码是？,834143
广东三人行管理咨询股份有限公司的法人代表？,阮锐师
广东三人行管理咨询股份有限公司的中文简称？,三人咨询
新疆锦棉种业科技股份有限公司的股东有哪些?,申万宏源证券有限公司、第七师国有资产经营(集团)有限公司、陈建军、赵栋
新疆锦棉种业科技股份有限公司的公司地址？,新疆奎屯市乌鲁木齐西路6号六楼
新疆锦棉种业科技股份有限公司的证券代码是？,430468
新疆锦棉种业科技股份有限公司的法人代表？,毕双杰
新疆锦棉种业科技股份有限公司的中文简称？,锦棉种业
广州亦云信息技术股份有限公司的股东有哪些?,珠海汇坤股权投资企业(有限合伙)、横琴泰铭股权投资企业(有限合伙)
广州亦云信息技术股份有限公司的公司地址？,广州市海珠区新港西路135号大院园西区705号楼705-713
广州亦云信息技术股份有限公司的证券代码是？,839328
广州亦云信息技术股份有限公司的法人代表？,温伟鹏
广州亦云信息技术股份有限公司的中文简称？,亦云信息
杭州朗鸿科技股份有限公司的股东有哪些?,杭州朗众投资管理合伙企业(有限合伙)、忻宏、忻渊、胡国芳、刘伟
杭州朗鸿科技股份有限公司的公司地址？,杭州市滨江区月明路560号正泰大厦1幢19楼
杭州朗鸿科技股份有限公司的证券代码是？,836395
杭州朗鸿科技股份有限公司的法人代表？,忻宏
杭州朗鸿科技股份有限公司的中文简称？,朗鸿科技
中科迈德(武汉)科技股份有限公司的股东有哪些?,武汉光谷人才创新投资合伙企业(有限合伙)、陈凯、樊启瑞、张纪秋、余继业
中科迈德(武汉)科技股份有限公司的公司地址？,武汉市东湖新技术开发区高新大道666号光谷生物创新园C2-4栋2楼
中科迈德(武汉)科技股份有限公司的证券代码是？,835334
中科迈德(武汉)科技股份有限公司的法人代表？,陈凯
中科迈德(武汉)科技股份有限公司的中文简称？,中科迈德
北京轩创国际文化股份有限公司的股东有哪些?,李时良、吴宣华、周纯、郝天虎、武新年
北京轩创国际文化股份有限公司的公司地址？,北京市石景山区鲁谷东大街26号
北京轩创国际文化股份有限公司的证券代码是？,837175
北京轩创国际文化股份有限公司的法人代表？,李时良
北京轩创国际文化股份有限公司的中文简称？,轩创国际
布丁酒店浙江股份有限公司的股东有哪些?,信达国萃股权投资基金(上海)合伙企业(有限合伙)、上海霓云企业管理咨询合伙企业(有限合伙)、朱晖
布丁酒店浙江股份有限公司的公司地址？,杭州市下城区河东路85号3号楼5层
布丁酒店浙江股份有限公司的证券代码是？,839121
布丁酒店浙江股份有限公司的法人代表？,朱晖
布丁酒店浙江股份有限公司的中文简称？,布丁股份
重庆渝欧跨境电子商务股份有限公司的股东有哪些?,重庆市赛玛特科技有限责任公司、重庆对外经贸(集团)有限公司、张伟、赵中会、蒋函伶
重庆渝欧跨境电子商务股份有限公司的公司地址？,重庆市渝中区嘉陵江滨江路242#17楼
重庆渝欧跨境电子商务股份有限公司的证券代码是？,873017
重庆渝欧跨境电子商务股份有限公司的法人代表？,魏芯
重庆渝欧跨境电子商务股份有限公司的中文简称？,渝欧股份
威海鸿通管材股份有限公司的股东有哪些?,威海富和机械股份有限公司、王月永、吴新章、曲如晓
威海鸿通管材股份有限公司的公司地址？,山东省威海市文登区广州路87号
威海鸿通管材股份有限公司的证券代码是？,832234
威海鸿通管材股份有限公司的法人代表？,吴新章
威海鸿通管材股份有限公司的中文简称？,鸿通管材
优卡(北京)科技股份有限公司的股东有哪些?,北京优卡鼎创企业管理中心(有限合伙)、北京道元景行教育科技中心(有限合伙)、共青城尼克优先投资管理合伙企业(有限合伙)、杨大山、陈纳新
优卡(北京)科技股份有限公司的公司地址？,北京市朝阳区广渠东路唐家村50号
优卡(北京)科技股份有限公司的证券代码是？,839386
优卡(北京)科技股份有限公司的法人代表？,陈纳新
优卡(北京)科技股份有限公司的中文简称？,优卡科技
北京东邦御厨科技股份有限公司的股东有哪些?,北京弘高创意建筑设计股份有限公司、北京思迈格科技发展有限公司、北京蓝海华业科技股份有限公司、广东星星制冷设备有限公司、长江证券股份有限公司做市专用证券账户、中国中金财富证券有限公司、宁波梅山保税港区东邦资产管理中心(有限合伙)、兴业证券股份有限公司、张谊欣、周晶
北京东邦御厨科技股份有限公司的公司地址？,北京市朝阳区建国门外大街赛特大厦7层705室
北京东邦御厨科技股份有限公司的证券代码是？,833743
北京东邦御厨科技股份有限公司的法人代表？,张谊欣
北京东邦御厨科技股份有限公司的中文简称？,东邦御厨
湖南铭弘体育产业股份有限公司的股东有哪些?,唐中山、陈晓元、李尚明、刘筱良、丁莉菊、李婷
湖南铭弘体育产业股份有限公司的公司地址？,长沙市开福区福元中路66号美利新世界1栋103室
湖南铭弘体育产业股份有限公司的证券代码是？,839446
湖南铭弘体育产业股份有限公司的法人代表？,李尚明
湖南铭弘体育产业股份有限公司的中文简称？,铭弘体育
浙江宏业投资股份有限公司的股东有哪些?,徐伟、马毓敏、陈立新、胡瑜、沈陆巍、徐文辉、徐奇立、单德贵、倪剑敏、张国民
浙江宏业投资股份有限公司的公司地址？,浙江省嘉兴市中环南路宏正大楼
浙江宏业投资股份有限公司的证券代码是？,838571
浙江宏业投资股份有限公司的法人代表？,单德贵
浙江宏业投资股份有限公司的中文简称？,宏业股份
天津广大纸业股份有限公司的股东有哪些?,天津农垦红光有限公司、天津王朝包装印刷制品有限公司
天津广大纸业股份有限公司的公司地址？,天津市北辰区京福公路东红光农场内天津广大纸业股份有限公司厂区
天津广大纸业股份有限公司的证券代码是？,872681
天津广大纸业股份有限公司的法人代表？,刘可敬
天津广大纸业股份有限公司的中文简称？,广大纸业
